TimeGenerated,DeviceName,Username,IpAddress,ActionType,RawData
"Sep 2, 2026 6:23:52 PM",sql-labuser,BACKGROUND,,LogonSuccess,"2026-09-03T01:23:52.443697Z    13 Query SELECT t.PROCESSLIST_ID,IF (NAME = 'thread/sql/event_scheduler','event_scheduler',t.PROCESSLIST_USER) PROCESSLIST_USER,t.PROCESSLIST_HOST,t.PROCESSLIST_DB,t.PROCESSLIST_COMMAND,t.PROCESSLIST_TIME,t.PROCESSLIST_STATE,t.THREAD_ID,t.TYPE,t.NAME,t.PARENT_THREAD_ID,t.INSTRUMENTED,t.PROCESSLIST_INFO,a.ATTR_VALUE FROM performance_schema.threads t  LEFT OUTER JOIN performance_schema.session_connect_attrs a ON t.processlist_id = a.processlist_id AND (a.attr_name IS NULL OR a.attr_name = 'program_name') WHERE t.TYPE <> 'BACKGROUND'"
"Sep 2, 2026 6:18:43 PM",sql-labuser,root,localhost,LogonFailure,2026-09-03T01:18:43.364721Z     8 Connect Access denied for user 'root'@'localhost' (using password: NO)
"Sep 2, 2026 12:12:18 PM",sql-labuser,BACKGROUND,,LogonSuccess,"2026-09-02T19:12:17.967507Z    32 Query SELECT t.PROCESSLIST_ID,IF (NAME = 'thread/sql/event_scheduler','event_scheduler',t.PROCESSLIST_USER) PROCESSLIST_USER,t.PROCESSLIST_HOST,t.PROCESSLIST_DB,t.PROCESSLIST_COMMAND,t.PROCESSLIST_TIME,t.PROCESSLIST_STATE,t.THREAD_ID,t.TYPE,t.NAME,t.PARENT_THREAD_ID,t.INSTRUMENTED,t.PROCESSLIST_INFO,a.ATTR_VALUE FROM performance_schema.threads t  LEFT OUTER JOIN performance_schema.session_connect_attrs a ON t.processlist_id = a.processlist_id AND (a.attr_name IS NULL OR a.attr_name = 'program_name') WHERE t.TYPE <> 'BACKGROUND'"
"Sep 2, 2026 12:11:17 PM",sql-labuser,root,localhost,LogonFailure,2026-09-02T19:11:17.691636Z    29 Connect Access denied for user 'root'@'localhost' (using password: NO)
"Sep 2, 2026 12:10:18 PM",sql-labuser,root,localhost,LogonFailure,2026-09-02T19:10:18.528404Z    24 Connect Access denied for user 'root'@'localhost' (using password: NO)
"Sep 2, 2026 9:45:59 AM",sql-labuser,root,64.89.163.141,LogonFailure,2026-09-02T16:45:59.648777Z    19 Connect Access denied for user 'root'@'64.89.163.141' (using password: NO)
"Sep 2, 2026 9:45:53 AM",sql-labuser,root,64.89.163.141,LogonFailure,2026-09-02T16:45:53.792736Z    17 Connect Access denied for user 'root'@'64.89.163.141' (using password: NO)
"Sep 2, 2026 9:32:42 AM",sql-labuser,root,94.102.49.155,LogonSuccess,2026-09-02T16:32:42.608365Z    15 Connect root@94.102.49.155 on  using TCP/IP
"Sep 2, 2026 9:32:42 AM",sql-labuser,root,94.102.49.155,LogonFailure,2026-09-02T16:32:42.160113Z    14 Connect Access denied for user 'root'@'94.102.49.155' (using password: YES)
"Sep 2, 2026 9:32:41 AM",sql-labuser,root,94.102.49.155,LogonFailure,2026-09-02T16:32:41.269479Z    12 Connect Access denied for user 'root'@'94.102.49.155' (using password: NO)
"Sep 2, 2026 9:32:41 AM",sql-labuser,root,94.102.49.155,LogonFailure,2026-09-02T16:32:41.722193Z    13 Connect Access denied for user 'root'@'94.102.49.155' (using password: YES)
"Sep 1, 2026 9:26:15 PM",sql-labuser,root,localhost,LogonFailure,2026-09-02T04:26:15.922083Z    16 Connect Access denied for user 'root'@'localhost' (using password: NO)
"Sep 1, 2026 9:16:07 PM",sql-labuser,root,64.89.163.139,LogonSuccess,2026-09-02T04:16:07.150922Z    15 Connect root@64.89.163.139 on  using TCP/IP
"Sep 1, 2026 9:16:06 PM",sql-labuser,root,64.89.163.139,LogonFailure,2026-09-02T04:16:06.008140Z    12 Connect Access denied for user 'root'@'64.89.163.139' (using password: NO)
"Sep 1, 2026 9:16:00 PM",sql-labuser,root,64.89.163.139,LogonFailure,2026-09-02T04:16:00.137508Z    10 Connect Access denied for user 'root'@'64.89.163.139' (using password: NO)
"Sep 1, 2026 2:02:18 PM",sql-labuser,root,64.89.163.145,LogonFailure,2026-09-01T21:02:18.609143Z    16 Connect Access denied for user 'root'@'64.89.163.145' (using password: NO)
"Sep 1, 2026 1:28:21 PM",sql-labuser,root,64.89.163.166,LogonSuccess,2026-09-01T20:28:21.456596Z    15 Connect root@64.89.163.166 on  using TCP/IP
"Sep 1, 2026 1:28:20 PM",sql-labuser,root,64.89.163.166,LogonFailure,2026-09-01T20:28:20.281311Z    12 Connect Access denied for user 'root'@'64.89.163.166' (using password: NO)
"Sep 1, 2026 1:27:31 PM",sql-labuser,root,64.89.163.166,LogonFailure,2026-09-01T20:27:31.888695Z    10 Connect Access denied for user 'root'@'64.89.163.166' (using password: NO)
"Sep 1, 2026 12:24:37 AM",sql-labuser,root,localhost,LogonFailure,2026-09-01T07:23:59.377540Z    10 Connect Access denied for user 'root'@'localhost' (using password: NO)
"Sep 1, 2026 12:24:37 AM",sql-labuser,root,localhost,LogonFailure,2026-09-01T07:23:43.177402Z     9 Connect Access denied for user 'root'@'localhost' (using password: YES)
"Sep 1, 2026 12:24:37 AM",sql-labuser,root,localhost,LogonFailure,2026-09-01T07:23:39.916293Z     8 Connect Access denied for user 'root'@'localhost' (using password: NO)
"Aug 31, 2026 9:58:57 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:57.063084Z   192 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:58:56 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:56.595612Z   191 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:58:56 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:56.021697Z   190 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:58:55 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:55.514918Z   189 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:58:54 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:54.351763Z   188 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:58:53 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:53.020607Z   187 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:58:51 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:51.240428Z   186 Connect root@64.89.163.180 on world using SSL/TLS
"Aug 31, 2026 9:58:49 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:49.323098Z   185 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:48 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:48.648229Z   184 Connect root@64.89.163.180 on world using SSL/TLS
"Aug 31, 2026 9:58:46 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:46.724095Z   183 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:46 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:46.095407Z   182 Connect root@64.89.163.180 on world using SSL/TLS
"Aug 31, 2026 9:58:44 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:43.900318Z   181 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:43 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:42.883800Z   180 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:58:42 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:42.520638Z   179 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:58:36 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:36.696866Z   178 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:34 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:34.812957Z   177 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:34 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:34.202138Z   176 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:32 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:32.372033Z   175 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:31 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:31.661001Z   174 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:29 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:28.954068Z   172 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:29 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:29.678040Z   173 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:27 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:27.137086Z   171 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:26 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:26.272182Z   170 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:24 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:24.446735Z   169 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:23 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:23.824928Z   168 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:22 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:21.896044Z   167 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:21 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:21.276370Z   166 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:19 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:19.310205Z   165 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:18 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:18.619022Z   164 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:16 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:16.174868Z   162 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:16 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:16.808236Z   163 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:14 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:14.265674Z   161 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:13 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:13.610881Z   160 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:11 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:11.664401Z   159 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:11 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:11.023258Z   158 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:09 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:09.098811Z   157 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:08 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:08.434887Z   156 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:06 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:05.993779Z   154 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:06 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:06.615695Z   155 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:04 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:04.070106Z   153 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:58:03 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:03.460530Z   152 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:01 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:00.895154Z   150 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:58:01 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:58:01.520542Z   151 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:59 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:59.022694Z   149 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:58 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:58.411051Z   148 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:57:56 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:56.576078Z   147 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:56 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:55.890699Z   146 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:57:54 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:53.939954Z   145 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:53 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:53.330445Z   144 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:57:51 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:51.393729Z   143 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:50 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:50.776276Z   142 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:57:48 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:48.851749Z   141 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:48 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:48.232658Z   140 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:57:46 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:46.284157Z   139 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:45 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:45.600914Z   138 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:57:43 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:43.617617Z   137 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:42 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:42.482974Z   136 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:57:40 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:40.663440Z   135 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:40 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:40.002497Z   134 Connect root@64.89.163.180 on sakila using SSL/TLS
"Aug 31, 2026 9:57:38 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:38.028441Z   133 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:37 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:37.119332Z   132 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:57:36 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:36.372989Z   130 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:57:36 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:36.746277Z   131 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:57:34 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:34.099527Z   129 Connect root@64.89.163.180 on lnp_corp using SSL/TLS
"Aug 31, 2026 9:57:32 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:32.132141Z   128 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:31 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:31.499456Z   127 Connect root@64.89.163.180 on lnp_corp using SSL/TLS
"Aug 31, 2026 9:57:29 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:29.590758Z   126 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:29 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:28.910303Z   125 Connect root@64.89.163.180 on lnp_corp using SSL/TLS
"Aug 31, 2026 9:57:27 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:26.947571Z   124 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:26 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:26.301082Z   123 Connect root@64.89.163.180 on lnp_corp using SSL/TLS
"Aug 31, 2026 9:57:24 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:24.286758Z   122 Connect root@64.89.163.180 on  using SSL/TLS
"Aug 31, 2026 9:57:23 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:23.378243Z   121 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:57:23 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:23.013861Z   120 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:57:22 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:22.556772Z   119 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:57:22 PM",sql-labuser,root,64.89.163.180,LogonFailure,2026-09-01T04:57:21.909910Z   117 Connect Access denied for user 'root'@'64.89.163.180' (using password: NO)
"Aug 31, 2026 9:57:22 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:22.186955Z   118 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:57:14 PM",sql-labuser,root,64.89.163.180,LogonSuccess,2026-09-01T04:57:14.553724Z   116 Connect root@64.89.163.180 on  using TCP/IP
"Aug 31, 2026 9:57:13 PM",sql-labuser,root,64.89.163.180,LogonFailure,2026-09-01T04:57:13.254673Z   115 Connect Access denied for user 'root'@'64.89.163.180' (using password: NO)
"Aug 31, 2026 7:59:57 PM",sql-labuser,root,vps-63da1b72.vps.ovh.net,LogonSuccess,2026-09-01T02:59:57.633083Z   108 Connect root@vps-63da1b72.vps.ovh.net on  using TCP/IP
"Aug 31, 2026 7:59:56 PM",sql-labuser,root,vps-34dab911.vps.ovh.net,LogonSuccess,2026-09-01T02:59:56.367035Z   107 Connect root@vps-34dab911.vps.ovh.net on  using TCP/IP
"Aug 31, 2026 7:59:55 PM",sql-labuser,root,vps-34dab911.vps.ovh.net,LogonFailure,2026-09-01T02:59:55.047012Z   104 Connect Access denied for user 'root'@'vps-34dab911.vps.ovh.net' (using password: YES)
"Aug 31, 2026 7:59:55 PM",sql-labuser,root,vps-34dab911.vps.ovh.net,LogonFailure,2026-09-01T02:59:55.484666Z   105 Connect Access denied for user 'root'@'vps-34dab911.vps.ovh.net' (using password: YES)
"Aug 31, 2026 7:59:55 PM",sql-labuser,root,vps-34dab911.vps.ovh.net,LogonFailure,2026-09-01T02:59:55.924451Z   106 Connect Access denied for user 'root'@'vps-34dab911.vps.ovh.net' (using password: YES)
"Aug 31, 2026 7:59:54 PM",sql-labuser,root,vps-34dab911.vps.ovh.net,LogonFailure,2026-09-01T02:59:54.608171Z   103 Connect Access denied for user 'root'@'vps-34dab911.vps.ovh.net' (using password: YES)
"Aug 31, 2026 7:59:54 PM",sql-labuser,root,vps-34dab911.vps.ovh.net,LogonFailure,2026-09-01T02:59:54.169504Z   102 Connect Access denied for user 'root'@'vps-34dab911.vps.ovh.net' (using password: YES)
"Aug 31, 2026 7:59:53 PM",sql-labuser,root,vps-34dab911.vps.ovh.net,LogonFailure,2026-09-01T02:59:53.293328Z   100 Connect Access denied for user 'root'@'vps-34dab911.vps.ovh.net' (using password: YES)
"Aug 31, 2026 7:59:53 PM",sql-labuser,root,vps-34dab911.vps.ovh.net,LogonFailure,2026-09-01T02:59:53.731163Z   101 Connect Access denied for user 'root'@'vps-34dab911.vps.ovh.net' (using password: YES)
"Aug 31, 2026 7:59:52 PM",sql-labuser,root,vps-34dab911.vps.ovh.net,LogonFailure,2026-09-01T02:59:52.422865Z    98 Connect Access denied for user 'root'@'vps-34dab911.vps.ovh.net' (using password: YES)
"Aug 31, 2026 7:59:52 PM",sql-labuser,root,vps-34dab911.vps.ovh.net,LogonFailure,2026-09-01T02:59:52.859102Z    99 Connect Access denied for user 'root'@'vps-34dab911.vps.ovh.net' (using password: YES)
"Aug 31, 2026 7:59:52 PM",sql-labuser,root,vps-34dab911.vps.ovh.net,LogonFailure,2026-09-01T02:59:51.988289Z    97 Connect Access denied for user 'root'@'vps-34dab911.vps.ovh.net' (using password: YES)
