TimeGenerated,DeviceName,ActionType,RemoteIP,RemotePort,RemoteUrl,LocalIP,LocalPort,Protocol,InitiatingProcessAccountName,InitiatingProcessFileName,InitiatingProcessCommandLine
"Sep 15, 2026 1:01:20 AM",sql-labuser,ConnectionAcknowledged,4.150.223.106,443,,10.1.0.100,54342,TcpV4,,,
"Sep 15, 2026 1:01:08 AM",sql-labuser,ConnectionAcknowledged,4.150.223.107,443,,10.1.0.100,54331,TcpV4,,,
"Sep 15, 2026 12:55:54 AM",sql-labuser,SslConnectionInspected,13.89.179.12,443,,10.1.0.100,54187,Tcp,,,
"Sep 15, 2026 12:55:54 AM",sql-labuser,ConnectionAcknowledged,13.89.179.12,443,,10.1.0.100,54187,TcpV4,,,
"Sep 15, 2026 12:49:03 AM",sql-labuser,ConnectionAcknowledged,20.42.73.26,443,,10.1.0.100,53982,TcpV4,,,
"Sep 15, 2026 12:49:03 AM",sql-labuser,ConnectionSuccess,20.42.73.26,443,v20.events.data.microsoft.com,10.1.0.100,53982,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 15, 2026 12:48:59 AM",sql-labuser,ConnectionAcknowledged,52.123.247.2,443,,10.1.0.100,53980,TcpV4,,,
"Sep 15, 2026 12:48:57 AM",sql-labuser,ConnectionSuccess,52.123.247.2,443,ecs.office.com,10.1.0.100,53980,Tcp,system,mpdefendercoreservice.exe,MpDefenderCoreService.exe
"Sep 15, 2026 12:46:59 AM",sql-labuser,ConnectionAcknowledged,4.150.223.108,443,,10.1.0.100,53924,TcpV4,,,
"Sep 15, 2026 12:44:56 AM",sql-labuser,SslConnectionInspected,4.150.223.109,443,,10.1.0.100,53868,Tcp,,,
"Sep 15, 2026 12:44:56 AM",sql-labuser,ConnectionAcknowledged,4.150.223.109,443,,10.1.0.100,53868,TcpV4,,,
"Sep 15, 2026 12:36:53 AM",sql-labuser,ConnectionAcknowledged,146.75.38.172,80,,10.1.0.100,53633,TcpV4,,,
"Sep 15, 2026 12:36:52 AM",sql-labuser,ConnectionSuccess,146.75.38.172,80,ctldl.windowsupdate.com,10.1.0.100,53633,Tcp,network service,svchost.exe,svchost.exe -k NetworkService -p
"Sep 15, 2026 12:33:10 AM",sql-labuser,SslConnectionInspected,52.159.108.190,443,,10.1.0.100,53498,Tcp,,,
"Sep 15, 2026 12:33:10 AM",sql-labuser,ConnectionAcknowledged,52.159.108.190,443,,10.1.0.100,53498,TcpV4,,,
"Sep 15, 2026 12:33:10 AM",sql-labuser,ConnectionSuccess,52.159.108.190,443,unitedstates.smartscreen.microsoft.com,10.1.0.100,53498,Tcp,local service,nissrv.exe,NisSrv.exe
"Sep 15, 2026 12:32:58 AM",sql-labuser,SslConnectionInspected,20.42.72.131,443,,10.1.0.100,53488,Tcp,,,
"Sep 15, 2026 12:32:58 AM",sql-labuser,ConnectionAcknowledged,4.150.223.113,443,,10.1.0.100,53489,TcpV4,,,
"Sep 15, 2026 12:32:58 AM",sql-labuser,ConnectionAcknowledged,20.42.72.131,443,,10.1.0.100,53488,TcpV4,,,
"Sep 15, 2026 12:32:57 AM",sql-labuser,ConnectionSuccess,20.42.72.131,443,v10.events.data.microsoft.com,10.1.0.100,53488,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 15, 2026 12:32:47 AM",sql-labuser,ConnectionSuccess,4.150.223.105,443,,10.1.0.100,53481,Tcp,system,mpdefendercoreservice.exe,MpDefenderCoreService.exe
"Sep 15, 2026 12:21:58 AM",sql-labuser,SslConnectionInspected,4.150.223.105,443,,10.1.0.100,53172,Tcp,,,
"Sep 15, 2026 12:21:58 AM",sql-labuser,ConnectionAcknowledged,4.150.223.105,443,,10.1.0.100,53172,TcpV4,,,
"Sep 15, 2026 12:19:12 AM",sql-labuser,ConnectionSuccess,172.215.188.225,443,settings-win.data.microsoft.com,10.1.0.100,53093,Tcp,system,taskhostw.exe,taskhostw.exe ExploitGuardPolicy
"Sep 15, 2026 12:17:57 AM",sql-labuser,SslConnectionInspected,20.42.65.88,443,,10.1.0.100,53059,Tcp,,,
"Sep 15, 2026 12:17:57 AM",sql-labuser,ConnectionAcknowledged,20.42.65.88,443,,10.1.0.100,53059,TcpV4,,,
"Sep 15, 2026 12:17:57 AM",sql-labuser,ConnectionAcknowledged,52.168.117.170,443,,10.1.0.100,53058,TcpV4,,,
"Sep 15, 2026 12:17:56 AM",sql-labuser,ConnectionSuccess,20.42.65.88,443,v20.events.data.microsoft.com,10.1.0.100,53059,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 15, 2026 12:15:06 AM",sql-labuser,SslConnectionInspected,20.42.73.31,443,,10.1.0.100,52982,Tcp,,,
"Sep 15, 2026 12:15:06 AM",sql-labuser,ConnectionAcknowledged,20.42.73.31,443,,10.1.0.100,52982,TcpV4,,,
"Sep 15, 2026 12:13:04 AM",sql-labuser,SslConnectionInspected,20.42.73.24,443,,10.1.0.100,52922,Tcp,,,
"Sep 15, 2026 12:13:04 AM",sql-labuser,ConnectionAcknowledged,20.42.73.24,443,,10.1.0.100,52922,TcpV4,,,
"Sep 15, 2026 12:05:44 AM",sql-labuser,SslConnectionInspected,172.215.188.225,443,,10.1.0.100,52704,Tcp,,,
"Sep 15, 2026 12:05:44 AM",sql-labuser,ConnectionAcknowledged,172.215.188.225,443,,10.1.0.100,52704,TcpV4,,,
"Sep 15, 2026 12:05:43 AM",sql-labuser,ConnectionSuccess,172.215.188.225,443,settings-win.data.microsoft.com,10.1.0.100,52704,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 15, 2026 12:02:58 AM",sql-labuser,SslConnectionInspected,13.69.116.108,443,,10.1.0.100,52624,Tcp,,,
"Sep 15, 2026 12:02:58 AM",sql-labuser,ConnectionAcknowledged,13.69.116.108,443,,10.1.0.100,52624,TcpV4,,,
"Sep 15, 2026 12:02:57 AM",sql-labuser,ConnectionSuccess,4.150.223.99,443,v20.events.data.microsoft.com,10.1.0.100,52625,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 15, 2026 12:02:56 AM",sql-labuser,ConnectionSuccess,13.69.116.108,443,v10.events.data.microsoft.com,10.1.0.100,52624,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 15, 2026 12:02:52 AM",sql-labuser,SslConnectionInspected,20.10.127.193,443,,10.1.0.100,52623,Tcp,,,
"Sep 15, 2026 12:02:52 AM",sql-labuser,ConnectionAcknowledged,20.10.127.193,443,,10.1.0.100,52623,TcpV4,,,
"Sep 15, 2026 12:02:47 AM",sql-labuser,ConnectionSuccess,20.184.175.0,443,us-v20.events.endpoint.security.microsoft.com,10.1.0.100,52621,Tcp,system,mpdefendercoreservice.exe,MpDefenderCoreService.exe
"Sep 14, 2026 11:54:32 PM",sql-labuser,SslConnectionInspected,20.184.175.17,443,,10.1.0.100,52386,Tcp,,,
"Sep 14, 2026 11:54:32 PM",sql-labuser,ConnectionAcknowledged,20.184.175.17,443,,10.1.0.100,52386,TcpV4,,,
"Sep 14, 2026 11:47:53 PM",sql-labuser,SslConnectionInspected,52.168.117.175,443,,10.1.0.100,52189,Tcp,,,
"Sep 14, 2026 11:47:53 PM",sql-labuser,ConnectionAcknowledged,52.168.117.175,443,,10.1.0.100,52189,TcpV4,,,
"Sep 14, 2026 11:47:51 PM",sql-labuser,ConnectionSuccess,52.168.117.175,443,v10.events.data.microsoft.com,10.1.0.100,52189,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 11:40:31 PM",sql-labuser,SslConnectionInspected,20.184.175.21,443,,10.1.0.100,51983,Tcp,,,
"Sep 14, 2026 11:40:31 PM",sql-labuser,ConnectionAcknowledged,20.184.175.21,443,,10.1.0.100,51983,TcpV4,,,
"Sep 14, 2026 11:36:04 PM",sql-labuser,SslConnectionInspected,4.150.223.115,443,,10.1.0.100,51838,Tcp,,,
"Sep 14, 2026 11:35:34 PM",sql-labuser,ConnectionSuccess,172.202.64.10,443,eastus2-gas.guestconfiguration.azure.com,10.1.0.100,51815,Tcp,system,gc_worker.exe,gc_worker.exe -a AzureWindowsBaseline -c Compliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/834a8374-a5e8-436d-91db-416d47cedad2
"Sep 14, 2026 11:33:14 PM",sql-labuser,HttpConnectionInspected,168.63.129.16,80,,10.1.0.100,51738,Tcp,,,
"Sep 14, 2026 11:33:13 PM",sql-labuser,ConnectionSuccess,168.63.129.16,80,,10.1.0.100,51738,Tcp,system,wasecagentprov.exe,"""WaSecAgentProv.exe"" -startPoll C:\WindowsAzure\Logs\ 168.63.129.16 5248000 3600000 21600000"
"Sep 14, 2026 11:33:10 PM",sql-labuser,ConnectionAcknowledged,4.152.133.8,443,,10.1.0.100,51731,TcpV4,,,
"Sep 14, 2026 11:33:08 PM",sql-labuser,DnsConnectionInspected,168.63.129.16,53,,10.1.0.100,64908,Udp,,,
"Sep 14, 2026 11:32:48 PM",sql-labuser,ConnectionAcknowledged,4.150.223.115,443,,10.1.0.100,51721,TcpV4,,,
"Sep 14, 2026 11:32:47 PM",sql-labuser,ConnectionSuccess,4.150.223.115,443,us-v20.events.endpoint.security.microsoft.com,10.1.0.100,51721,Tcp,system,mpdefendercoreservice.exe,MpDefenderCoreService.exe
"Sep 14, 2026 11:32:46 PM",sql-labuser,ConnectionAcknowledged,52.123.247.43,443,,10.1.0.100,51716,TcpV4,,,
"Sep 14, 2026 11:32:46 PM",sql-labuser,DnsConnectionInspected,168.63.129.16,53,,10.1.0.100,64908,Udp,,,
"Sep 14, 2026 11:32:44 PM",sql-labuser,ConnectionSuccess,52.123.247.43,443,ecs.office.com,10.1.0.100,51716,Tcp,system,mpdefendercoreservice.exe,MpDefenderCoreService.exe
"Sep 14, 2026 11:32:03 PM",sql-labuser,SslConnectionInspected,20.184.175.19,443,,10.1.0.100,51697,Tcp,,,
"Sep 14, 2026 11:32:03 PM",sql-labuser,ConnectionAcknowledged,20.184.175.19,443,,10.1.0.100,51697,TcpV4,,,
"Sep 14, 2026 11:30:01 PM",sql-labuser,SslConnectionInspected,4.150.223.100,443,,10.1.0.100,51644,Tcp,,,
"Sep 14, 2026 11:27:59 PM",sql-labuser,SslConnectionInspected,52.168.117.171,443,,10.1.0.100,51585,Tcp,,,
"Sep 14, 2026 11:27:59 PM",sql-labuser,ConnectionAcknowledged,52.168.117.171,443,,10.1.0.100,51585,TcpV4,,,
"Sep 14, 2026 11:27:20 PM",sql-labuser,ConnectionAcknowledged,4.150.223.103,443,,10.1.0.100,51562,TcpV4,,,
"Sep 14, 2026 11:27:19 PM",sql-labuser,ConnectionSuccess,4.150.223.103,443,v20.events.data.microsoft.com,10.1.0.100,51562,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 11:23:24 PM",sql-labuser,ConnectionAcknowledged,13.83.125.0,443,,10.1.0.100,51447,TcpV4,,,
"Sep 14, 2026 11:19:15 PM",sql-labuser,SslConnectionInspected,20.42.73.25,443,,10.1.0.100,51330,Tcp,,,
"Sep 14, 2026 11:17:14 PM",sql-labuser,ConnectionSuccess,85.210.193.152,443,,10.1.0.100,51273,Tcp,system,taskhostw.exe,taskhostw.exe ExploitGuardPolicy
"Sep 14, 2026 11:14:00 PM",sql-labuser,SslConnectionInspected,20.42.65.89,443,,10.1.0.100,51181,Tcp,,,
"Sep 14, 2026 11:14:00 PM",sql-labuser,ConnectionAcknowledged,20.42.65.89,443,,10.1.0.100,51181,TcpV4,,,
"Sep 14, 2026 11:13:42 PM",sql-labuser,SslConnectionInspected,4.247.188.233,443,,10.1.0.100,51172,Tcp,,,
"Sep 14, 2026 11:13:42 PM",sql-labuser,ConnectionAcknowledged,4.247.188.233,443,,10.1.0.100,51172,TcpV4,,,
"Sep 14, 2026 11:13:40 PM",sql-labuser,ConnectionSuccess,4.247.188.233,443,settings-win.data.microsoft.com,10.1.0.100,51172,Tcp,system,taskhostw.exe,taskhostw.exe ExploitGuardPolicy
"Sep 14, 2026 11:12:01 PM",sql-labuser,SslConnectionInspected,20.184.175.1,443,,10.1.0.100,51123,Tcp,,,
"Sep 14, 2026 11:12:01 PM",sql-labuser,ConnectionAcknowledged,20.184.175.1,443,,10.1.0.100,51123,TcpV4,,,
"Sep 14, 2026 11:11:59 PM",sql-labuser,ConnectionSuccess,20.184.175.1,443,v20.events.data.microsoft.com,10.1.0.100,51123,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 11:11:58 PM",sql-labuser,ConnectionSuccess,4.150.223.113,443,v10.events.data.microsoft.com,10.1.0.100,51122,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 11:09:51 PM",sql-labuser,SslConnectionInspected,20.184.175.3,443,,10.1.0.100,51061,Tcp,,,
"Sep 14, 2026 11:09:51 PM",sql-labuser,ConnectionAcknowledged,20.184.175.3,443,,10.1.0.100,51061,TcpV4,,,
"Sep 14, 2026 11:08:20 PM",sql-labuser,ConnectionAcknowledged,20.184.175.11,443,,10.1.0.100,51015,TcpV4,,,
"Sep 14, 2026 11:08:18 PM",sql-labuser,ConnectionAcknowledged,20.242.181.1,443,,10.1.0.100,51014,TcpV4,,,
"Sep 14, 2026 11:05:44 PM",sql-labuser,SslConnectionInspected,85.210.193.152,443,,10.1.0.100,50942,Tcp,,,
"Sep 14, 2026 11:05:44 PM",sql-labuser,ConnectionAcknowledged,85.210.193.152,443,,10.1.0.100,50942,TcpV4,,,
"Sep 14, 2026 11:05:43 PM",sql-labuser,ConnectionSuccess,85.210.193.152,443,settings-win.data.microsoft.com,10.1.0.100,50942,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 11:03:55 PM",sql-labuser,ConnectionAcknowledged,20.184.175.0,443,,10.1.0.100,50891,TcpV4,,,
"Sep 14, 2026 11:02:51 PM",sql-labuser,ConnectionAcknowledged,20.10.127.192,443,,10.1.0.100,50857,TcpV4,,,
"Sep 14, 2026 11:02:47 PM",sql-labuser,ConnectionAcknowledged,20.184.175.2,443,,10.1.0.100,50856,TcpV4,,,
"Sep 14, 2026 11:02:47 PM",sql-labuser,ConnectionSuccess,20.184.175.2,443,us-v20.events.endpoint.security.microsoft.com,10.1.0.100,50856,Tcp,system,mpdefendercoreservice.exe,MpDefenderCoreService.exe
"Sep 14, 2026 11:01:53 PM",sql-labuser,SslConnectionInspected,4.150.223.97,443,,10.1.0.100,50827,Tcp,,,
"Sep 14, 2026 11:01:53 PM",sql-labuser,ConnectionAcknowledged,4.150.223.97,443,,10.1.0.100,50827,TcpV4,,,
"Sep 14, 2026 10:59:51 PM",sql-labuser,SslConnectionInspected,52.168.117.168,443,,10.1.0.100,50770,Tcp,,,
"Sep 14, 2026 10:59:51 PM",sql-labuser,ConnectionAcknowledged,52.168.117.168,443,,10.1.0.100,50770,TcpV4,,,
"Sep 14, 2026 10:58:49 PM",sql-labuser,ConnectionSuccess,40.84.85.40,443,,10.1.0.100,50739,Tcp,system,compattelrunner.exe,compattelrunner.exe -cv:WdDEFAaCjEqVRhLB.0.5 -wce:0000000000000224  -m:appraiser.dll -f:UpdateAvStatus 
"Sep 14, 2026 10:55:46 PM",sql-labuser,ConnectionAcknowledged,52.136.4.16,23456,,10.1.0.100,21430,TcpV4,,,
"Sep 14, 2026 10:53:15 PM",sql-labuser,SslConnectionInspected,4.150.223.110,443,,10.1.0.100,50579,Tcp,,,
"Sep 14, 2026 10:53:15 PM",sql-labuser,ConnectionAcknowledged,4.150.223.110,443,,10.1.0.100,50579,TcpV4,,,
"Sep 14, 2026 10:53:05 PM",sql-labuser,SslConnectionInspected,20.184.175.16,443,,10.1.0.100,50572,Tcp,,,
"Sep 14, 2026 10:53:05 PM",sql-labuser,ConnectionAcknowledged,20.184.175.16,443,,10.1.0.100,50572,TcpV4,,,
"Sep 14, 2026 10:51:05 PM",sql-labuser,SslConnectionInspected,4.150.223.104,443,,10.1.0.100,50517,Tcp,,,
"Sep 14, 2026 10:51:05 PM",sql-labuser,ConnectionAcknowledged,4.150.223.104,443,,10.1.0.100,50517,TcpV4,,,
"Sep 14, 2026 10:50:47 PM",sql-labuser,SslConnectionInspected,20.184.175.13,443,,10.1.0.100,50507,Tcp,,,
"Sep 14, 2026 10:50:47 PM",sql-labuser,ConnectionAcknowledged,20.184.175.13,443,,10.1.0.100,50507,TcpV4,,,
"Sep 14, 2026 10:50:45 PM",sql-labuser,SslConnectionInspected,51.116.253.170,443,,10.1.0.100,50506,Tcp,,,
"Sep 14, 2026 10:50:45 PM",sql-labuser,ConnectionAcknowledged,51.116.253.170,443,,10.1.0.100,50506,TcpV4,,,
"Sep 14, 2026 10:50:44 PM",sql-labuser,ConnectionSuccess,20.184.175.13,443,v20.events.data.microsoft.com,10.1.0.100,50507,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 10:50:43 PM",sql-labuser,ConnectionSuccess,51.116.253.170,443,v10.events.data.microsoft.com,10.1.0.100,50506,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 10:49:44 PM",sql-labuser,ConnectionAcknowledged,20.242.181.0,443,,10.1.0.100,50472,TcpV4,,,
"Sep 14, 2026 10:47:02 PM",sql-labuser,SslConnectionInspected,20.184.175.15,443,,10.1.0.100,50392,Tcp,,,
"Sep 14, 2026 10:47:02 PM",sql-labuser,ConnectionAcknowledged,20.184.175.15,443,,10.1.0.100,50392,TcpV4,,,
"Sep 14, 2026 10:46:45 PM",sql-labuser,ConnectionSuccess,4.150.223.106,443,,10.1.0.100,50383,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 10:46:36 PM",sql-labuser,SslConnectionInspected,135.234.160.246,443,,10.1.0.100,50377,Tcp,,,
"Sep 14, 2026 10:46:36 PM",sql-labuser,SslConnectionInspected,20.190.151.9,443,,10.1.0.100,50376,Tcp,,,
"Sep 14, 2026 10:46:35 PM",sql-labuser,ConnectionAcknowledged,135.234.160.246,443,,10.1.0.100,50377,TcpV4,,,
"Sep 14, 2026 10:46:35 PM",sql-labuser,ConnectionAcknowledged,20.190.151.9,443,,10.1.0.100,50376,TcpV4,,,
"Sep 14, 2026 10:46:34 PM",sql-labuser,ConnectionSuccess,135.234.160.246,443,watson.events.data.microsoft.com,10.1.0.100,50377,Tcp,system,wermgr.exe,"""wermgr.exe"" -upload"
"Sep 14, 2026 10:46:34 PM",sql-labuser,ConnectionSuccess,20.190.151.9,443,login.live.com,10.1.0.100,50376,Tcp,system,svchost.exe,svchost.exe -k netsvcs -p -s wlidsvc
"Sep 14, 2026 10:46:03 PM",sql-labuser,ConnectionAcknowledged,109.61.38.38,80,,10.1.0.100,50362,TcpV4,,,
"Sep 14, 2026 10:46:03 PM",sql-labuser,ConnectionAcknowledged,109.61.38.38,80,,10.1.0.100,50361,TcpV4,,,
"Sep 14, 2026 10:45:23 PM",sql-labuser,SslConnectionInspected,20.42.73.30,443,,10.1.0.100,50345,Tcp,,,
"Sep 14, 2026 10:45:23 PM",sql-labuser,ConnectionAcknowledged,20.42.73.30,443,,10.1.0.100,50345,TcpV4,,,
"Sep 14, 2026 10:45:21 PM",sql-labuser,ConnectionSuccess,20.42.73.30,443,v10.events.data.microsoft.com,10.1.0.100,50345,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 10:45:13 PM",sql-labuser,ConnectionAcknowledged,146.75.30.172,80,,10.1.0.100,50338,TcpV4,,,
"Sep 14, 2026 10:45:08 PM",sql-labuser,ConnectionSuccess,4.150.223.107,443,v10.events.data.microsoft.com,10.1.0.100,50336,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 10:44:53 PM",sql-labuser,ConnectionAcknowledged,146.75.38.172,80,,10.1.0.100,50323,TcpV4,,,
"Sep 14, 2026 10:44:37 PM",sql-labuser,SslConnectionInspected,51.132.193.111,443,,10.1.0.100,50314,Tcp,,,
"Sep 14, 2026 10:44:37 PM",sql-labuser,ConnectionAcknowledged,51.132.193.111,443,,10.1.0.100,50314,TcpV4,,,
"Sep 14, 2026 10:44:36 PM",sql-labuser,ConnectionSuccess,51.132.193.111,443,v10.events.data.microsoft.com,10.1.0.100,50314,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 10:44:23 PM",sql-labuser,ConnectionAcknowledged,146.75.38.172,80,,10.1.0.100,50307,TcpV4,,,
"Sep 14, 2026 10:44:20 PM",sql-labuser,ConnectionAcknowledged,146.75.38.172,80,,10.1.0.100,50298,TcpV4,,,
"Sep 14, 2026 10:44:17 PM",sql-labuser,HttpConnectionInspected,109.61.38.38,80,,10.1.0.100,50291,Tcp,,,
"Sep 14, 2026 10:44:17 PM",sql-labuser,SslConnectionInspected,72.153.5.96,443,,10.1.0.100,50294,Tcp,,,
"Sep 14, 2026 10:44:17 PM",sql-labuser,DnsConnectionInspected,168.63.129.16,53,,10.1.0.100,55306,Udp,,,
"Sep 14, 2026 10:44:16 PM",sql-labuser,SslConnectionInspected,23.220.130.206,443,,10.1.0.100,50292,Tcp,,,
"Sep 14, 2026 10:44:14 PM",sql-labuser,ConnectionAcknowledged,72.153.5.96,443,,10.1.0.100,50294,TcpV4,,,
"Sep 14, 2026 10:44:14 PM",sql-labuser,ConnectionAcknowledged,109.61.38.38,80,,10.1.0.100,50293,TcpV4,,,
"Sep 14, 2026 10:44:14 PM",sql-labuser,DnsConnectionInspected,168.63.129.16,53,,10.1.0.100,55306,Udp,,,
"Sep 14, 2026 10:44:14 PM",sql-labuser,ConnectionAcknowledged,23.220.130.206,443,,10.1.0.100,50292,TcpV4,,,
"Sep 14, 2026 10:44:14 PM",sql-labuser,ConnectionAcknowledged,109.61.38.38,80,,10.1.0.100,50291,TcpV4,,,
"Sep 14, 2026 10:44:13 PM",sql-labuser,ConnectionSuccess,72.153.5.96,443,array502.prod.do.dsp.mp.microsoft.com,10.1.0.100,50294,Tcp,network service,svchost.exe,svchost.exe -k NetworkService -p
"Sep 14, 2026 10:44:13 PM",sql-labuser,ConnectionSuccess,23.220.130.206,443,disc501.prod.do.dsp.mp.microsoft.com,10.1.0.100,50292,Tcp,network service,svchost.exe,svchost.exe -k NetworkService -p
"Sep 14, 2026 10:44:13 PM",sql-labuser,SslConnectionInspected,13.89.179.15,443,,10.1.0.100,50290,Tcp,,,
"Sep 14, 2026 10:44:13 PM",sql-labuser,ConnectionAcknowledged,13.89.179.15,443,,10.1.0.100,50290,TcpV4,,,
"Sep 14, 2026 10:44:12 PM",sql-labuser,ConnectionSuccess,13.89.179.15,443,v10.events.data.microsoft.com,10.1.0.100,50290,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 10:44:11 PM",sql-labuser,ConnectionAcknowledged,146.75.38.172,80,,10.1.0.100,50289,TcpV4,,,
"Sep 14, 2026 10:44:09 PM",sql-labuser,ConnectionAcknowledged,146.75.38.172,80,,10.1.0.100,50287,TcpV4,,,
"Sep 14, 2026 10:43:58 PM",sql-labuser,ConnectionSuccess,20.184.175.18,443,v10.events.data.microsoft.com,10.1.0.100,50280,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 10:43:52 PM",sql-labuser,HttpConnectionInspected,146.75.38.172,80,,10.1.0.100,50275,Tcp,,,
"Sep 14, 2026 10:43:52 PM",sql-labuser,ConnectionAcknowledged,146.75.38.172,80,,10.1.0.100,50276,TcpV4,,,
"Sep 14, 2026 10:43:52 PM",sql-labuser,ConnectionAcknowledged,146.75.38.172,80,,10.1.0.100,50279,TcpV4,,,
"Sep 14, 2026 10:43:52 PM",sql-labuser,ConnectionAcknowledged,146.75.38.172,80,,10.1.0.100,50278,TcpV4,,,
"Sep 14, 2026 10:43:51 PM",sql-labuser,ConnectionAcknowledged,146.75.38.172,80,,10.1.0.100,50276,TcpV4,,,
"Sep 14, 2026 10:43:51 PM",sql-labuser,ConnectionAcknowledged,146.75.38.172,80,,10.1.0.100,50275,TcpV4,,,
"Sep 14, 2026 10:43:50 PM",sql-labuser,ConnectionFailed,146.75.38.172,80,1d.tlu.dl.delivery.mp.microsoft.com,10.1.0.100,50276,Tcp,network service,svchost.exe,svchost.exe -k NetworkService -p
"Sep 14, 2026 10:43:47 PM",sql-labuser,SslConnectionInspected,20.65.1.73,443,,10.1.0.100,50268,Tcp,,,
"Sep 14, 2026 10:43:47 PM",sql-labuser,ConnectionAcknowledged,20.65.1.73,443,,10.1.0.100,50268,TcpV4,,,
"Sep 14, 2026 10:43:47 PM",sql-labuser,ConnectionSuccess,20.65.1.73,443,,10.1.0.100,50268,Tcp,system,monagentcore.exe,"  -deploymentdir ""C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent"" -LocalPath ""C:\WindowsAzure\Resources\AMADataStore.SQL-labuser""  -mcsmode    -InitializedEvent ""AzureMonitorAgentExtension-StartAgentEventName""  -managerver 1  -parent 520 -ShutDownEvent AzureMonitorAgentExtension-ShutdownEventName5388 -TotalShutDownEvent AzureMonitorAgentExtension-TotalShutdownEventName5388 -ConfigFile ""C:\WindowsAzure\Resources\AMADataStore.SQL-labuser\mcs\mcsconfig.latest.xml"" "
"Sep 14, 2026 10:43:43 PM",sql-labuser,SslConnectionInspected,20.42.179.192,443,,10.1.0.100,50266,Tcp,,,
"Sep 14, 2026 10:43:39 PM",sql-labuser,ConnectionAcknowledged,20.42.179.192,443,,10.1.0.100,50266,TcpV4,,,
"Sep 14, 2026 10:43:38 PM",sql-labuser,ConnectionSuccess,20.42.179.192,443,,10.1.0.100,50266,Tcp,system,svchost.exe,svchost.exe -k netsvcs -p -s wuauserv
"Sep 14, 2026 10:43:38 PM",sql-labuser,SslConnectionInspected,20.184.175.23,443,,10.1.0.100,50259,Tcp,,,
"Sep 14, 2026 10:43:36 PM",sql-labuser,HttpConnectionInspected,146.75.30.172,80,,10.1.0.100,50256,Tcp,,,
"Sep 14, 2026 10:43:34 PM",sql-labuser,ConnectionAcknowledged,20.184.175.23,443,,10.1.0.100,50259,TcpV4,,,
"Sep 14, 2026 10:43:33 PM",sql-labuser,DnsConnectionInspected,168.63.129.16,53,,10.1.0.100,55306,Udp,,,
"Sep 14, 2026 10:43:33 PM",sql-labuser,ConnectionAcknowledged,146.75.30.172,80,,10.1.0.100,50258,TcpV4,,,
"Sep 14, 2026 10:43:33 PM",sql-labuser,ConnectionAcknowledged,146.75.30.172,80,,10.1.0.100,50257,TcpV4,,,
"Sep 14, 2026 10:43:32 PM",sql-labuser,HttpConnectionInspected,2.18.67.6,80,,10.1.0.100,50254,Tcp,,,
"Sep 14, 2026 10:43:32 PM",sql-labuser,ConnectionAcknowledged,146.75.30.172,80,,10.1.0.100,50256,TcpV4,,,
"Sep 14, 2026 10:43:32 PM",sql-labuser,ConnectionAcknowledged,146.75.30.172,80,,10.1.0.100,50255,TcpV4,,,
"Sep 14, 2026 10:43:32 PM",sql-labuser,ConnectionAcknowledged,2.18.67.6,80,,10.1.0.100,50254,TcpV4,,,
"Sep 14, 2026 10:43:32 PM",sql-labuser,DnsConnectionInspected,168.63.129.16,53,,10.1.0.100,55306,Udp,,,
"Sep 14, 2026 10:43:32 PM",sql-labuser,ConnectionSuccess,20.184.175.23,443,v10.events.data.microsoft.com,10.1.0.100,50259,Tcp,system,svchost.exe,svchost.exe -k utcsvc -p
"Sep 14, 2026 10:43:31 PM",sql-labuser,ConnectionSuccess,2.18.67.6,80,dl.delivery.mp.microsoft.com,10.1.0.100,50254,Tcp,network service,svchost.exe,svchost.exe -k NetworkService -p
